Leaf_Vibration_Hz,Pollen_Scent_Complexity,Bioluminescence_Intensity_Lux,Root_Signal_Strength_mV,Growth_Rate_mm_day,Ambient_Temperature_C,Soil_Moisture_Level,Sunlight_Exposure_Hours,Symbiotic_Fungus_Present,Soil_Nutrient_Level,Temperature_Stress_Factor,Photosynthetic_Efficiency_Index,Plant_Message_Type
-0.7584112188155638,-0.14584075136619462,-0.15132735551633264,0.023914499771254604,-0.5453371361773015,-0.7764189597576302,0.02000207510172528,0.9946027966721036,0.797490952952383,-1.8207558702360922,Low,-0.7581549542665559,Distress
0.601059415596112,0.21876112704929163,-0.5040341116852217,0.7696528258736548,-0.1644036551226438,0.7159225565445546,0.5296029985365386,0.24075003763195316,0.797490952952383,0.7354800545508022,Low,1.7961917960457885,Contentment
0.6288977977080421,1.6771686407112365,-0.7053301372816566,-1.0645574290507565,-0.36883379288006884,-1.9734523041511,-1.372263646442785,-1.7045178071379168,-1.2539327202370265,-1.1007971771504004,Medium,-1.0262276609687744,Warning
0.46005329169558046,-1.2396463866126533,1.4087402611218862,0.6142850491582332,-0.8864041172115141,-0.03321791167125428,-1.0761840094091741,1.5053311802551923,0.797490952952383,-1.386323517123971,Low,-0.8094367850603051,Distress
1.8963623228642488,-0.5104426297816809,0.537251223603347,0.972354621201657,2.354742905186575,1.2312776003330674,1.2212244561230474,-0.0488135326231486,0.797490952952383,-1.741968276078488,Low,-0.6212681102544947,Distress
0.07259867455259322,0.21876112704929163,-0.8548613339063693,-0.5690068305732193,-0.0052625118890325465,1.2526204209091458,-0.15229905534746682,-2.924368810178491,-1.2539327202370265,-0.7229092233841253,Low,-1.0631042238274648,Distress
-0.502637372185634,-0.14584075136619462,-0.5554905751996392,-1.591335144548723,-0.25369920373696386,-1.2861409190446709,-0.6840192241324785,-1.1403261789156265,-1.2539327202370265,0.05408696950932028,Medium,-1.0338151954704782,Contentment
1.4405312995564334,0.9479648838802641,-0.6851769219037132,-0.3916587916769971,0.0740266889412288,0.18611737300768838,0.9628051075385584,-0.6454634180561811,-1.2539327202370265,-0.767878050501135,Low,-0.29260634483831205,Invitation
-1.2646795471697394,1.6771686407112365,-0.26014922331352364,-0.46487541442422897,-0.49566746377802945,0.09777508800516937,1.3338977318263234,-0.9149696979147953,0.797490952952383,-1.7476095730665064,Low,-0.9401155597048699,Warning
2.1896641736293407,1.3125667622957504,-0.15188110095252533,0.18143581010220908,0.1751590378986323,-0.4803130611294713,0.02000207510172528,-0.6576306440701823,0.797490952952383,1.058865136328674,Low,1.2758114518975792,Warning
1.1496039455150857,-1.2396463866126533,-0.968749651804887,-0.6534924564077407,0.5568735908715786,-0.7983272271725528,0.7418411312403642,0.22886465865210442,0.797490952952383,1.354877835538319,Low,2.625743898498295,Contentment
-1.4602232278965275,0.21876112704929163,-0.2175289365478458,-1.5534909084740836,1.4750777010692668,-0.19773619419655392,0.25479336656073026,-0.5571921602864933,-1.2539327202370265,1.6746906863183273,Low,0.8951450225977899,Invitation
0.8285789016414957,0.9479648838802641,-1.0333681193170015,-1.3997066057409084,-0.765813013863712,0.2684617610117702,1.0792200267756515,-1.2245510649001712,0.797490952952383,0.38133142750279314,Low,-0.9828156640672877,Warning
0.5627937227118753,1.6771686407112365,-0.06484345678351303,-2.190809732928356,0.7988902783286659,-0.7212692567513995,0.02105763907441968,-0.7024661003807616,0.797490952952383,-0.19016429889281267,Low,-0.35332112404050436,Invitation
-0.30746858058096227,-0.5104426297816809,0.22768701540077707,-0.4553940082441236,-1.7878908234906492,2.784247312589286,0.44169110088488045,-1.197607524330048,-1.2539327202370265,1.1803242047303584,Medium,-1.035662921506446,Invitation
0.18020925187482237,-0.14584075136619462,-0.8593101197936946,-1.7420085233599352,0.6348087939517687,-1.6990832897587644,0.2361230509664002,-0.3211711501865984,0.797490952952383,-2.269105734206157,Medium,-1.0631042238274648,Warning
0.3229212602076797,-0.5104426297816809,1.4067458812984068,0.21183971225513923,1.053059555183373,-0.9627771185714823,-1.4609469021824057,0.531861336097712,0.797490952952383,0.720257051495314,Medium,-0.38547750078029086,Invitation
-1.1175055824651072,-0.5104426297816809,-0.9985242520107581,-0.06040600325423663,-0.8939023390165978,0.11129223684237832,0.1612248386777638,0.4507866835094134,0.797490952952383,0.39772129787587357,Low,1.300604499686979,Invitation
-0.8140600738356404,-0.8750445081971671,-0.1728960020450289,-0.46583403377461874,-0.13070338316723953,0.6497401646360438,0.48691623988782695,-0.6297572701861349,0.797490952952383,0.41144873414947636,Low,0.17510872473324576,Contentment
0.311198488168131,-0.14584075136619462,0.7635290208837455,0.47994165505047043,0.5874207115431296,1.348674018771871,-1.4761593403199595,0.5908354556541853,-1.2539327202370265,1.2415578253728041,Medium,-0.25514968299747903,Contentment
-2.2742016165098042,1.6771686407112365,-0.2768741759376778,1.2900175475484021,-0.8943307420381198,-2.248847661807053,0.7155340830549728,-0.1960467045405962,0.797490952952383,0.7140805632286646,Medium,0.44945690399302035,Contentment
-0.4421771680387788,-0.8750445081971671,1.4373266596813594,-0.7735420972622299,0.5746471598210555,-0.20003211423901962,-0.8354789087687887,1.4540971410291952,0.797490952952383,0.2100951494138055,Low,0.07916551359179087,Warning
-1.7314997929557152,-0.14584075136619462,-0.15739630232398405,0.9620824742611398,0.2835781275322709,-0.6668543686515911,-1.9019130164623796,-0.8674222741497446,-1.2539327202370265,1.4236581161124542,Low,-0.9011672533932918,Invitation
0.23301392506901128,-0.14584075136619462,-0.9845522117788469,-0.8235345641579449,-0.11134229768917302,-2.0404278183864957,0.8821203676179576,-1.4476250148591538,0.797490952952383,-1.769541532014712,Medium,-1.057806806914112,Distress
0.5006822375430948,-0.14584075136619462,1.234363896436718,-0.5990198301926825,0.10252406624352058,-0.41392040878852265,0.12035065723936623,0.7503368979297703,-1.2539327202370265,-1.2991579891176939,Low,-0.25813477077864544,Warning
-0.20124122780505452,-0.14584075136619462,0.030710551942605406,-0.8405785280021665,0.055278173453968626,1.284230624437917,0.02000207510172528,0.05527112248041724,0.797490952952383,0.35005315081404187,Medium,0.9288668098987538,Contentment
0.8906457364008026,-1.6042482650281396,-0.7974386647756637,0.08924060396952824,0.34353305426269837,-0.16433913527713648,0.4209717601379008,-0.31021322766722914,-1.2539327202370265,-2.269105734206157,Low,-1.0631042238274648,Distress
0.9968549110078665,-0.14584075136619462,0.12779837385437812,0.08437419144488774,1.8310207045907274,0.9790194501767148,2.46220980353179,0.6267358145497908,-1.2539327202370265,0.05408696950932028,Low,3.1622378005457135,Contentment
0.47545920773061684,-0.14584075136619462,-0.2768741759376778,-0.7746310980699249,0.6625043754652549,0.0977380673247859,0.5063497745543526,0.6795446243395155,0.797490952952383,-0.3591423244872852,Low,0.8741927109870022,Warning
1.4793995937495137,0.21876112704929163,-0.8227541520183859,-0.8643035289407422,0.4291963535554711,-1.7085779068697284,-1.0346940671268796,-1.034696108918126,0.797490952952383,-0.6869223065430697,Medium,-1.0553015757803736,Distress
0.3246912666281261,-0.5104426297816809,0.6275459411039124,-0.2316055061165412,0.15700580261902786,0.239741787194735,0.20592002741610754,-0.26325301316835165,0.797490952952383,0.4138403837412999,Low,0.6291135939856543,Warning
0.9100368782891052,1.6771686407112365,-0.12089807991590826,-1.1542339614287624,1.1509771795653425,0.29807053502702424,0.7243493356633317,-0.07445682109363036,0.797490952952383,-1.6420263536305457,Low,-0.6089104753416642,Invitation
-0.7732775356182128,-1.2396463866126533,-0.5682792257007123,1.4497495068298172,-0.0032472804781520145,-2.05329449904409,0.15090845055421154,-0.1125770235716816,0.797490952952383,1.6656964819288573,Medium,0.825696516215085,Contentment
-0.9741966077175268,-0.5104426297816809,-0.1626819043782237,0.4065004445420565,-0.2591802014516868,1.2619518640697325,-0.6206449740047594,0.3377248630102961,-1.2539327202370265,-0.38918255146546443,Low,0.04082872153806142,Contentment
0.6965370169348745,0.21876112704929163,1.698104926244568,-0.5658748672547906,-1.5093111682542872,-0.9656418886226674,2.118004157673897,1.7985602474731803,0.797490952952383,-1.1558112247424412,Medium,-0.3324664037701117,Invitation
-0.8586326390978453,1.3125667622957504,-0.7790186150916151,-0.6654837418095471,-0.27220522952499365,0.4203602499708691,0.8288891729991731,1.5953280767984732,0.797490952952383,0.9017946909917747,Low,1.6900512761189033,Contentment
0.7200523263261768,0.5833630054647778,-0.9644947097248997,-0.5738685196078811,-1.427395480645659,-0.7447242245461072,1.248420895517864,0.014564460899946082,-1.2539327202370265,1.179400724958546,Low,2.6963078820855286,Contentment
0.33067808754911476,-1.6042482650281396,2.635037522784085,-0.1886764312947302,-0.0052625118890325465,0.12529288311806727,1.6469923526786023,0.23483477577796608,-1.2539327202370265,0.31646105233032434,Low,2.2231524703138703,Contentment
1.356759582418223,-0.8750445081971671,2.7521611172949645,0.4247333682597643,0.5354460701424333,1.2975734779671462,-0.19276245962202565,-0.23741073388130873,0.797490952952383,0.3940171820476661,Medium,-0.08693018573608557,Warning
-2.132027380620812,-1.6042482650281396,0.09167880600912623,-1.123155862138475,0.3215463557803645,0.6238885315170045,0.7542030978061403,-0.3827048893912906,0.797490952952383,-0.4718369962519067,Low,0.2094856177190674,Distress
1.0414889573898374,-0.8750445081971671,-0.29468118919209874,-0.401741612576198,-0.352451025696194,-0.9631747495737496,1.8257288977781159,1.3496703458449066,-1.2539327202370265,-1.4632033858059263,Medium,-0.4156880336323161,Distress
1.260883134470909,-0.8750445081971671,-1.031039518653187,0.7058550163027,-1.0826851829129756,0.3351029530837752,0.915594714744475,-1.6776616639638635,-1.2539327202370265,0.05408696950932028,Low,-1.0471037389605018,Invitation
